ALPHAIND,LEA,ESTAB,URN,SCHNAME,SCHNAME_AC,NFTYPE,TABKS2,PTPRIORLO,PTPRIORAV,PTPRIORHI,ATT8SCR,ATT8SCRENG,ATT8SCRMAT,ATT8SCREBAC,ATT8SCROPENG,PTL2BASICS_LL_PTQ_EE,PTL2BASICS_3YR_PTQ_EE,ATT8SCR_LO,ATT8SCR_AV,ATT8SCR_HI,ATT8SCR_15,PTEBACC_15_PTQ_EE,PTAC5EM_PTQ_EE
41954,335,5403,136777,Queen Mary's High School, ,ACC,0,0%,5%,95%,69.6,13.4,14.1,21.6,20.3,99%,97%,NE,SUPP,70,NA,81%,98%
46760,335,4606,104255,St Francis of Assisi Catholic Technology College, ,VA,0,13%,52%,35%,51.1,10.6,9.8,13.6,14.4,62%,62%,31.5,49.3,61,NA,19%,56%
51602,335,5401,104259,"St Thomas More Catholic School, Willenhall", ,VA,0,14%,56%,29%,48.2,10.8,9,12.4,11.9,50%,54%,29.8,47.1,59.6,NA,19%,44%
53282,335,5402,136620,Shire Oak Academy, ,ACC,0,11%,52%,37%,50.5,10.9,9.7,13.4,12.5,64%,55%,31.7,47.1,60.7,NA,24%,59%
56042,335,5400,137707,The Streetly Academy, ,ACC,0,12%,59%,29%,50,10.7,10.1,14.6,12.7,69%,65%,35.2,48.8,58.5,NA,24%,61%
59718,335,6905,133697,Walsall Academy, ,AC,0,12%,47%,41%,54.7,10.9,10.6,14.8,7.8,70%,69%,35.8,51.4,63.6,NA,49%,58%
59722,335,4005,139789,Walsall Studio School, ,FSS,0,13%,75%,12%,34.5,9.4,6.6,5.7,4.5,28%,25%,23.5,34.9,48,NA,0%,20%
60930,335,4003,138374,West Walsall E-ACT Academy, ,AC,0,36%,51%,13%,38.1,8.6,7.7,8.9,7.1,41%,41%,23.8,44.6,56.2,NA,13%,35%
62158,335,4002,137706,Willenhall E-ACT Academy, ,AC,0,23%,54%,24%,41.3,9,7.7,9.3,5.4,40%,38%,25.5,40.9,57,NA,12%,36%
858,336,5402,139138,Aldersley High School, ,ACC,0,28%,51%,21%,50.6,10.2,9.3,13.5,7.7,62%,49%,36.4,52.2,65.7,47.4,27%,55%
7602,336,4003,142080,The British Sikh School, ,F,0, , , , , , , , , , , , , ,NA,NA, 
12648,336,4133,104395,Colton Hills Community School, ,CY,0,27%,55%,18%,42.3,8.8,9.2,10.8,8,55%,47%,30.2,45.4,61.4,NA,24%,39%
12984,336,4128,104390,Coppice Performing Arts School, ,CY,0,12%,59%,29%,48.6,10,9.4,11.7,8.1,62%,57%,29.6,47.3,59,NA,9%,59%
23542,336,4134,137730,Heath Park, ,ACC,0,17%,55%,28%,54.3,10.9,10.7,13.5,12.8,70%,66%,40.1,54,65.9,NA,5%,66%
24546,336,4113,104386,Highfields School,Highfields School,CY,0,18%,58%,23%,53.2,11.4,10.5,13.4,14.5,74%,71%,36.3,53,66.4,NA,18%,71%
28430,336,4731,131547,The King's Church of England School, ,VA,0,21%,50%,29%,40.3,9.1,8.4,10.5,7.9,39%,38%,20.5,40.7,54,NA,18%,32%
35024,336,4139,104397,Moreton Community School, ,CY,0,22%,62%,16%,41.7,8.8,7.8,9.5,8.7,38%,40%,22.1,43,62.1,NA,14%,32%
35132,336,4000,138098,Moseley Park, ,AC,0,18%,65%,17%,52,10.7,10,12.3,8.1,74%,77%,37.4,53,63.9,NA,0%,67%
36826,336,6906,136182,North East Wolverhampton Academy, ,AC,0,13%,65%,22%,44.2,9.2,8.5,11.5,6.7,46%,39%,22,44.4,56.3,NA,4%,39%
38830,336,4606,141802,Our Lady and St Chad Catholic Academy, ,ACC,0,23%,56%,21%,44.7,9.3,8.5,9.4,6.2,54%,54%,33.1,44.9,57.8,NA,20%,48%
46494,336,4605,139891,St Edmunds Catholic Academy, ,ACC,0,21%,50%,28%,49.4,10.6,10,12.7,10.9,71%,63%,29.7,51.4,62.2,NA,25%,62%
46652,336,4601,138852,St.Peter's Collegiate Church of England School, ,ACC,0,11%,45%,43%,54,10.6,10.8,15.7,13.6,74%,47%,33.1,50.5,63.3,NA,32%,63%
49948,336,4115,104387,St Matthias School, ,CY,0,35%,51%,15%,37.6,9.2,7.8,7.1,10.3,47%,51%,22,39.5,56.3,NA,5%,46%
53996,336,4117,140586,Smestow School, ,ACC,0,19%,63%,18%,49.4,9.7,9.5,14.2,8.8,56%,57%,33,51.4,63.2,NA,24%,54%
54414,336,6905,135983,South Wolverhampton and Bilston Academy, ,AC,0,29%,50%,21%,45.3,8.9,8.5,11.6,6.3,39%,31%,31.2,48,58.5,36.7,2%,30%
57122,336,6013,104407,Tettenhall College Incorporated, ,IND,0,NP,NP,NP,54,10.1,11.5,15,17.3,57%,69%,NP,NP,NP,NA,64%,50%
60324,336,4001,141245,Wednesfield High Specialist Engineering Academy, ,AC,0,18%,57%,25%,44.2,10.4,8.8,11,8,49%,49%,25.4,44.1,58,NA,NA,43%
60842,336,4006,140160,West Midlands Construction UTC, ,FUTC,0, , , , , , , , , , , , , ,NA,NA, 
63072,336,5400,140798,Wolverhampton Girls' High School, ,ACC,0,0%,1%,99%,73.5,14.7,14.6,22.3,21.9,100%,100%,NE,SUPP,73.4,NA,88%,100%
63074,336,6023,104411,Wolverhampton Grammar School, ,IND,0,NP,NP,NP,53.1,13.1,0,20.1,19.4,0%,72%,NP,NP,NP,NA,57%,0%
1064,340,4615,135479,All Saints Catholic High School, ,VA,0,22%,60%,18%,36.2,7.7,7.4,9.2,9,29%,35%,17.9,37.3,56.4,NA,6%,27%
22080,340,4611,139614,Halewood Academy, ,ACC,0,13%,52%,35%,43.8,9.9,7.9,11.9,11.9,44%,35%,23.6,41,55.9,NA,7%,44%
29054,340,4000,140001,Kirkby High School, ,AC,0,27%,57%,16%,38.3,9,7.1,8.9,9.7,38%,35%,17.9,43,56.8,NA,2%,32%
31662,340,4001,140412,Lord Derby Academy, ,AC,0,24%,53%,23%,41.8,9.2,8.2,10.9,11.6,40%,42%,30.2,41.9,53.6,NA,12%,37%
41288,340,4613,135477,The Prescot School,The Prescot School,CY,0,19%,52%,29%,39.5,8.5,7.4,10.9,12.1,44%,40%,20.9,37.8,54.1,NA,11%,41%
46478,340,4616,135481,St Edmund Arrowsmith Catholic Centre for Learning (VA), ,VA,0,11%,63%,25%,43.3,9.9,8,11,13.7,50%,53%,20.6,41.6,57.8,NA,20%,46%
308,341,6905,101857,The Academy of St Francis of Assisi, ,AC,0,28%,59%,13%,38.6,7.1,6.5,10.3,10.2,19%,23%,27.7,38.4,57.5,NA,7%,12%
1422,341,4421,104693,Alsop High School Technology & Applied Learning Specialist College, ,CY,0,21%,58%,21%,42.5,9.3,7.2,8.9,8,35%,40%,27.3,42,57.8,NA,23%,33%
2164,341,4796,104717,Archbishop Beck Catholic Sports College, ,VA,0,19%,50%,31%,44.9,9.5,8.8,12.2,12.5,47%,50%,30,43.6,56.3,NA,23%,42%
2168,341,4781,104705,Archbishop Blanch School, ,VA,0,11%,47%,43%,54.3,12.2,10.3,14.9,15.8,74%,68%,27.9,49.7,64.9,NA,43%,67%
2848,341,6003,138878,Assess Education, ,IND,0,NP,NP,NP,9.9,0.1,4.8,4.2,0.8,0%,0%,NP,NP,NP,NA,0%,0%
2966,341,6046,132119,Auckland College, ,IND,0,NP,NP,NP,34.5,5.3,9.2,9.7,7.3,50%,22%,NP,NP,NP,NA,SUPP,20%
4662,341,4787,138183,Bellerive FCJ Catholic College, ,ACC,0,16%,52%,32%,51.3,11.2,10.1,14.4,14.4,70%,65%,34.5,49.2,62.5,NA,14%,66%
4754,341,6907,135174,The Belvedere Academy, ,AC,0,2%,27%,71%,63.4,12.9,11.7,18.5,20.2,94%,87%,SUPP,54.4,68,58.7,34%,93%
6080,341,5404,137916,The Blue Coat School, ,ACC,0,0%,1%,99%,73.5,14.5,14.7,22.1,22.2,100%,100%,NE,SUPP,73.7,74.6,96%,98%
7690,341,4425,104696,"Broadgreen International School, A Technology College", ,FD,0,25%,56%,19%,41.7,8.4,8.2,11.3,11.1,43%,43%,23,44.2,58.2,NA,15%,41%
8206,341,4792,104713,Broughton Hall Catholic High School, ,VA,0,10%,50%,39%,50.5,11.3,9.5,13.1,15.4,64%,62%,25.8,46.2,62.7,NA,23%,60%
9074,341,4427,104698,Calderstones School, ,CY,0,19%,51%,29%,46.2,10.3,9.6,13,12.8,58%,58%,22.6,44.9,63,NA,37%,46%
9528,341,4793,104714,Cardinal Heenan Catholic High School, ,VA,0,10%,58%,33%,50.6,10.9,9.9,12.9,13.7,65%,54%,30.1,48,61.3,NA,15%,59%
11168,341,4001,138787,Childwall Sports & Science Academy, ,AC,0,22%,62%,16%,41.4,9.2,7.9,9.8,10,42%,44%,29.3,41.4,58.2,NA,4%,38%
11554,341,6040,104730,Christian Fellowship School, ,IND,0,NP,NP,NP,51.2,10.8,9.8,14.9,15.7,70%,66%,NP,NP,NP,NA,33%,50%
14616,341,4797,136409,The De La Salle Academy, ,AC,0,30%,53%,18%,39.9,10.2,6.9,10.3,10.9,20%,40%,23.4,44,56.1,NA,10%,20%
17428,341,6908,136119,Enterprise South Liverpool Academy, ,AC,0,24%,61%,16%,37.7,7.5,8.5,7.7,7.8,31%,28%,24.4,36.4,60.7,NA,4%,31%
18186,341,4420,104692,Fazakerley High School, ,CY,0,17%,57%,27%,43,9.8,8.4,11,12.4,47%,48%,27.9,41.6,56.7,NA,19%,42%
19804,341,4429,104700,Gateacre School, ,CY,0,26%,53%,21%,41.7,9.9,7.9,10.4,12.5,42%,37%,26.7,43.4,56,NA,9%,34%
25172,341,4404,104688,Holly Lodge Girls' College, ,CY,0,19%,58%,23%,44.1,9.9,9,11.1,8.7,52%,46%,26.9,45.2,55.6,NA,16%,42%
28230,341,4690,104703,King David High School, ,VA,0,13%,47%,40%,59.7,12.9,12,16.8,14.7,87%,82%,38,58.1,68.8,NA,38%,81%
28526,341,4000,137675,"King's Leadership Academy, Liverpool", ,AC,0,41%,48%,11%,33.2,7.9,6.4,7.8,5.9,28%,22%,25.8,32.7,58.3,NA,4%,24%
31234,341,4004,139686,Liverpool College, ,AC,1,4%,29%,67%,58.6,12,12,17.7,15.6,87%,82%,SUPP,51.1,61.7,59.7,SUPP,77%
31236,341,6000,104722,Liverpool College International, ,IND,0,NP,NP,NP,5.1,0,0,3.6,1.5,0%,0%,NP,NP,NP,NA,NA,0%
31238,341,4002,139588,Liverpool Life Sciences UTC, ,FUTC,0,12%,46%,42%,51.5,10.6,10.8,14.4,12.6,62%,59%,35.7,46.2,60.9,NA,11%,54%
36892,341,6906,131065,North Liverpool Academy, ,AC,0,20%,60%,21%,47.2,9.6,9.2,10.6,6.1,54%,43%,33.7,48.5,60.9,NA,8%,50%
37398,341,4782,104706,Notre Dame Catholic College, ,VA,0,19%,59%,22%,45.1,10.1,8.7,11.7,11.3,53%,49%,26.6,44.6,63.7,NA,34%,48%
46592,341,5900,136735,St Edward's College, ,ACC,0,7%,37%,56%,59.2,11.9,12.3,17.3,17,82%,78%,28.8,51.4,67,55.6,44%,78%
46786,341,5400,138463,St Francis Xavier's College, ,ACC,0,18%,58%,23%,47.9,10.4,9.2,13.8,14.5,59%,54%,29.5,48.4,60.6,NA,27%,50%
47196,341,5403,104721,St Hilda's Church of England High School, ,VA,0,14%,44%,42%,52.3,11.5,11,14.4,15.3,76%,76%,31.1,49.8,61.8,NA,48%,72%
47484,341,4794,104715,St John Bosco Arts College, ,VA,0,16%,66%,18%,49.3,10.8,9.7,12.4,12,69%,61%,31.7,50.1,61.1,NA,23%,62%
48456,341,4790,104712,St Julie's Catholic High School, ,VA,0,11%,64%,26%,48.3,11,9.7,11.4,14.1,65%,59%,31.6,47,59.7,NA,20%,56%
48786,341,5402,138850,St Margaret's Church of England Academy, ,ACC,0,6%,41%,53%,52.7,11,10.7,15.1,15.9,73%,74%,37.8,45.9,59.6,NA,28%,68%
56112,341,4006,142128,The Studio @ Deyes, ,FSS,0, , , , , , , , , , , , , , , , 
56114,341,4003,139589,The Studio School Liverpool, ,FSS,0,13%,54%,33%,49.2,9.9,9.7,13.9,8.2,49%,47%,38.8,45.3,58.5,NA,0%,40%
60680,341,4306,138696,West Derby School, ,ACC,0,13%,55%,32%,51.2,10.9,9.8,14.2,11.8,67%,53%,35.6,49,61.2,NA,21%,63%
13434,342,4101,104829,Cowley International College, ,CY,0,10%,56%,34%,49.1,9.9,9.2,11.5,5.7,60%,55%,28.9,45.2,61.4,NA,25%,55%
14620,342,4714,104834,De La Salle School, ,VA,0,9%,45%,46%,54,11.6,10.3,14.8,16.9,70%,65%,28.4,50.1,63.1,NA,27%,64%
23296,342,4051,104827,Haydock High School, ,CY,0,4%,66%,29%,45.7,10,9.3,13,13.2,52%,55%,SUPP,41.8,58.9,NA,9%,44%
25854,342,4803,136421,Hope Academy, ,AC,0,18%,50%,32%,47.3,10.3,9.3,12.1,12.8,58%,50%,28.2,45.8,60.3,NA,12%,51%
42248,342,4050,104826,Rainford High Technology College, ,CY,0,8%,48%,44%,55.3,12.3,11.3,14.5,16.7,79%,80%,30.6,50.5,65.4,NA,34%,71%
42258,342,4104,104830,Rainhill High School, ,FD,0,5%,47%,47%,55.7,11.3,10.8,15.3,14.3,68%,66%,39.7,50,63.2,NA,43%,66%
45518,342,4713,104833,St Augustine of Canterbury Catholic High School, ,VA,0,19%,61%,19%,47.6,10.4,9,12.3,12.7,54%,58%,35.1,46.4,63.1,NA,10%,46%
46324,342,4801,104835,St Cuthbert's Catholic High School, ,VA,0,15%,63%,22%,47,10.3,9.3,13.4,13.7,60%,54%,30,46.8,59.9,NA,14%,52%
47166,342,8000,130488,St Helens College, ,FESI,0,24%,66%,10%,37.4,9,6.1,5.6,3.7,20%,20%,33.9,36.3,SUPP,NA,NA,15%
56386,342,6905,136141,The Sutton Academy, ,AC,0,18%,53%,29%,44.8,9.2,8.8,11.6,12.7,48%,45%,27.6,43.7,56.9,NA,3%,38%
58106,342,6001,104837,Tower College, ,IND,0,NP,NP,NP,63.4,13.4,12.8,18.4,18.8,92%,84%,NP,NP,NP,NA,0%,83%
5404,343,4108,137297,Birkdale High School, ,ACC,0,15%,48%,36%,53.2,10,10.3,15.7,15.4,61%,60%,36.8,49.9,64.7,NA,30%,56%
11008,343,4105,137514,Chesterfield High School, ,ACC,0,9%,62%,29%,51.6,10.9,8.6,14.9,9.6,53%,54%,29.6,49.7,62.6,NA,30%,50%
11494,343,4800,104964,Christ The King Catholic High School and Sixth Form Centre, ,VA,0,11%,48%,41%,49.8,10.1,9.9,13.8,13.5,60%,59%,31.7,43.7,62.8,NA,26%,55%
15034,343,4100,137533,Deyes High School, ,ACC,0,6%,50%,44%,54.9,10.9,10.6,16,15.5,75%,65%,31,51.1,62.3,NA,35%,69%
19026,343,4101,137436,Formby High School, ,ACC,0,10%,48%,42%,54.1,11.8,10.8,14.7,15,79%,76%,30.3,50.5,63.5,NA,24%,73%
21350,343,4109,137604,Greenbank High School, ,ACC,0,8%,56%,36%,57.5,12.6,10.7,16.6,17.1,77%,73%,38.9,54.5,66.7,NA,55%,73%
23260,343,4000,138260,The Hawthorne's Free School, ,F,0,16%,65%,19%,44.3,9.8,8.4,12.8,11.3,50%,46%,29.7,43.4,58.3,41.9,15%,47%
24808,343,4002,141693,Hillside High School, ,AC,0,17%,54%,29%,45.3,10.1,8,13.8,12.3,50%,50%,31.2,43.1,58.2,NA,NA,45%
25418,343,4624,104962,Holy Family Catholic High School, ,VA,0,9%,61%,29%,52.2,10.8,10.1,14.4,11.4,67%,62%,34.3,50.7,61.5,NA,7%,65%
26264,343,8000,130490,Hugh Baird College, ,FESI,0,29%,64%,7%,16.7,3.9,4,4.2,1.8,2%,2%,11.7,18.8,SUPP,NA,NA,0%
31042,343,4004,141694,Litherland High School, ,AC,0,19%,53%,28%,48.3,9.4,8.6,13.2,10.9,50%,50%,36.4,45.1,62.4,NA,NA,42%
32272,343,4113,137520,Maghull High School, ,ACC,0,14%,45%,41%,43.9,9.5,9,11.3,11.7,49%,52%,25.6,39.3,55.1,NA,26%,39%
32918,343,4621,104960,Maricourt Catholic High School, ,VA,0,8%,53%,39%,51.8,11.1,9.9,14.6,11.6,66%,62%,35.4,47.9,61,NA,30%,63%
33808,343,4110,104956,Meols Cop High School, ,CY,0,18%,64%,17%,52,11.4,9.9,14.5,15.6,66%,60%,38.6,52,66.5,NA,14%,58%
33834,343,6129,104973,Merchant Taylors' Boys' School, ,IND,0,NP,NP,NP,48.7,13.4,0,19.2,15.3,0%,0%,NP,NP,NP,NA,0%,0%
33836,343,6130,104974,Merchant Taylors Girls School, ,IND,0,NP,NP,NP,69.1,14.1,13.5,21,20.5,97%,94%,NP,NP,NP,NA,71%,97%
42356,343,4106,137612,Range High School, ,ACC,0,7%,53%,39%,56,11,11.5,16.8,16.6,76%,72%,36.8,50.8,67.1,NA,23%,71%
44720,343,4623,104961,Sacred Heart Catholic College, ,VA,0,7%,46%,47%,51.8,11.1,10.4,14.3,14.2,76%,67%,25.3,45.3,62.6,NA,20%,65%
49672,343,6128,104972,St Mary's College, ,IND,0,NP,NP,NP,65.7,13.7,12.5,19.2,18.7,97%,78%,NP,NP,NP,NA,52%,91%
50058,343,4001,141338,St Michael's Church of England High School, ,AC,0,16%,59%,25%,47.6,11,9.1,12.3,14.3,52%,52%,34.5,47.7,57.3,NA,NA,46%
52260,343,4611,104959,Savio Salesian College, ,VA,0,17%,63%,20%,45,10,8,11.8,11.5,45%,46%,21.3,45.6,63.1,NA,12%,44%
55280,343,4003,104944,Stanley High School, ,CY,0,18%,61%,21%,46.8,10.1,8.1,12.3,10.4,54%,51%,27.3,46.9,64.2,NA,20%,51%
56030,343,6001,104966,Streatham Schools, ,IND,0,NP,NP,NP,44.3,10.3,8.3,11.5,14.2,33%,44%,NP,NP,NP,NA,SUPP,33%
4216,344,4070,105106,Bebington High Sports College, ,FD,0,22%,60%,18%,40.6,9.7,7.8,8.8,9.4,47%,44%,25.3,42.5,53.8,NA,4%,43%
5416,344,6905,135877,Birkenhead High School Academy, ,AC,1,6%,60%,34%,58.9,13.5,11,15.8,17.4,76%,79%,43.3,56.5,65.6,58.8,36%,75%
5418,344,4798,136411,Birkenhead Park School, ,AC,0,31%,53%,16%,42.1,9.2,7.7,11.7,9.4,49%,45%,26.7,46.6,56.3,NA,17%,48%
5420,344,6023,105123,Birkenhead School, ,IND,0,NP,NP,NP,54.9,0,13.8,21.5,13.4,0%,0%,NP,NP,NP,NA,0%,0%
9044,344,5400,139144,Calday Grange Grammar School, ,ACC,0,0%,15%,85%,68.1,14.1,13.3,20.8,19.9,98%,97%,NE,61.9,69.4,NA,89%,97%
24632,344,4060,138355,Hilbre High School, ,ACC,0,16%,66%,17%,45.5,9.3,9.2,12.5,12.1,53%,49%,24.2,47.5,58.1,NA,10%,46%
28816,344,6014,105121,Kingsmead School, ,IND,0,NP,NP,NP,50.9,11,11,14.2,14.6,84%,61%,NP,NP,NP,NA,8%,76%
28888,344,4000,141131,The Kingsway Academy, ,AC,0,30%,59%,11%,33.8,8.3,6.4,7.3,8.1,22%,22%,22.3,37.7,47.2,NA,NA,19%
35184,344,4066,105103,The Mosslands School, ,CY,0,15%,61%,24%,50.6,10.8,9.4,13,9.1,54%,41%,35.6,50.1,61.8,49.6,11%,50%
38266,344,4067,136895,The Oldershaw Academy, ,ACC,0,22%,60%,19%,43.2,9.5,8.6,10.1,11.1,52%,48%,28.7,44.2,58.6,NA,7%,45%
40338,344,4058,105101,Pensby High School, ,CY,0,13%,66%,21%,49.6,10.2,9.3,13.7,9.9,62%,55%,34.9,49.7,60.4,NA,16%,51%
41276,344,4010,137130,Prenton High School for Girls, ,ACC,0,14%,68%,18%,48.4,11.3,9.4,11.4,15,68%,66%,30.1,50.4,62,NA,19%,61%
43244,344,4018,105097,Ridgeway High School, ,FD,0,14%,67%,19%,43,9.2,8.5,10.7,8.3,58%,39%,35.1,42,53.7,NA,12%,49%
45448,344,5900,136780,St Anselm's College, ,ACC,0,0%,32%,68%,58.7,12,12.2,17.7,16.9,92%,89%,NE,53,61.1,62.5,68%,83%
47568,344,4605,139031,St John Plessington Catholic College, ,ACC,0,13%,65%,21%,54.4,10.9,10,15.2,10.1,67%,65%,38.7,54.4,64.4,NA,20%,65%
54404,344,4071,105107,South Wirral High School, ,FD,0,16%,58%,26%,48.7,10.6,9.1,13.2,13.6,59%,52%,32.5,48.1,60.2,45.5,16%,53%
59038,344,5901,137929,Upton Hall School FCJ, ,ACC,0,0%,28%,72%,64.8,13.1,13.3,19.4,19.1,99%,99%,NE,55.6,68.3,NA,84%,98%
60288,344,4069,137815,Weatherhead High School, ,ACC,0,17%,58%,25%,51.6,11.2,10.3,14.3,15.2,71%,73%,35.4,51.8,62.3,NA,32%,67%
60788,344,4056,137243,West Kirby Grammar School, ,ACC,0,0%,14%,86%,68.4,14.1,13,20.4,20.9,98%,98%,NE,61.6,69.9,66.8,67%,97%
62872,344,5401,137476,Wirral Grammar School for Boys, ,ACC,0,0%,13%,87%,66.7,13.5,13,20.5,18.5,97%,97%,NE,58.9,67.8,67.3,75%,97%
62874,344,4052,137171,Wirral Grammar School for Girls, ,ACC,0,0%,16%,84%,69.8,14.1,13.6,21.4,20.8,100%,99%,NE,63.6,71,69.9,80%,100%
63182,344,4012,138853,Woodchurch High School, ,ACC,0,23%,61%,15%,47.8,10.6,8.5,12.3,15.5,55%,56%,29.5,50.6,63.6,NA,20%,52%
650,350,6017,130285,Al Jamiah Al Islamiyyah, ,IND,0,NP,NP,NP,45.2,8.9,10.4,15.5,10.4,52%,41%,NP,NP,NP,NA,0%,52%
6238,350,6001,138498,Bolton Islamic Girls School, ,IND,0,NP,NP,NP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,10%,NP,NP,NP,NA,0%,SUPP
6242,350,4806,135096,Bolton Muslim Girls School,Bolton Muslim Girls School,VA,0,13%,51%,36%,60.1,11.9,12.2,17.2,17.6,83%,82%,41.7,59.1,69.3,58.1,56%,82%
6250,350,6906,135981,Bolton St Catherine's Academy, ,AC,1,22%,60%,17%,37.5,7.4,7.2,8.8,7,19%,33%,24.8,39.1,51.8,NA,3%,17%
6252,350,6014,105271,Bolton School Boys' Division, ,IND,0,NP,NP,NP,47.5,6.4,2.9,20.3,8.4,19%,6%,NP,NP,NP,NA,0%,0%
6254,350,6015,105272,Bolton School Girls' Division, ,IND,0,NP,NP,NP,70.5,14.5,13.6,21,21.2,98%,98%,NP,NP,NP,NA,87%,98%
6258,350,4002,141941,Bolton UTC, ,FUTC,0, , , , , , , , , , , , , ,NA,NA, 
9440,350,5401,105267,Canon Slade CofE School, ,VA,0,5%,43%,51%,55.7,11.9,10.9,15.6,17,77%,78%,26.6,48.9,65,NA,39%,71%
16566,350,4000,140959,Eden Boys' School Bolton, ,F,0, , , , , , , , , , , , , ,NA,NA, 
17548,350,6905,135770,Essa Academy, ,AC,0,22%,53%,25%,44.8,8.9,9,12.4,9.7,52%,52%,31.1,46.4,61.8,NA,20%,41%
22650,350,4046,105257,Harper Green School, ,CY,0,18%,51%,30%,45,8.9,9.8,13.4,9.9,46%,45%,29.8,43.2,58.3,NA,10%,43%
27704,350,6907,136135,Kearsley Academy, ,AC,0,21%,61%,18%,37.7,8.3,7.7,8.4,5.9,32%,45%,19.3,40.1,51.3,NA,7%,28%
29438,350,4805,134646,Ladybridge High School, ,CY,0,13%,65%,23%,48.9,9.4,10.1,14,13.7,59%,52%,29.9,50.1,63.6,NA,23%,51%
31114,350,4044,105256,Little Lever School,Little Lever School,CY,0,25%,50%,26%,44.5,9.4,8.9,11.4,13.4,49%,49%,24.5,46.7,59.1,NA,9%,43%
31676,350,6000,105269,Lord's Independent School, ,IND,0,NP,NP,NP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,5%,NP,NP,NP,NA,0%,SUPP
32252,350,6018,133285,Madrasatul Imam Muhammad Zakariya, ,IND,0,NP,NP,NP,45.5,0,10.6,19,15.9,0%,32%,NP,NP,NP,NA,35%,0%
35300,350,4611,105263,Mount St Joseph, ,VA,0,20%,56%,24%,47.3,10,8.5,13.5,10.4,46%,60%,34.8,46.9,59.2,NA,22%,45%
43548,350,4501,105261,Rivington and Blackrod High School, ,VC,0,16%,53%,31%,49.2,10.6,9.9,12.7,12.4,67%,62%,29.4,48,61.2,NA,18%,61%
47448,350,5400,105266,St James's Church of England High School, ,VA,0,7%,50%,44%,55.9,11.3,11.3,15.9,16.4,82%,79%,29.5,52.2,64.3,NA,34%,77%
48322,350,4609,105262,St Joseph's RC High School and Sports College, ,VA,0,9%,48%,43%,53.5,11.5,10.2,15,15.9,71%,73%,34.6,50,61,NA,22%,62%
52916,350,4048,105259,Sharples School Science Specialist College,Sharples School,CY,0,20%,54%,26%,48.9,9.8,9.3,14.3,12.5,54%,54%,33.2,47.9,63.6,NA,28%,50%
54006,350,4049,140500,Smithills School, ,ACC,0,24%,52%,24%,41.2,8.6,8.3,11.7,11.9,40%,43%,27.6,43.8,59,NA,25%,33%
57492,350,4612,105264,Thornleigh Salesian College, ,VA,0,14%,50%,35%,57,11.7,11.1,16.3,13.4,76%,74%,37.4,55.4,67.3,NA,20%,75%
58638,350,4034,105253,Turton School, ,CY,0,7%,49%,44%,51.2,10.8,10.1,13.8,16.3,67%,63%,26.7,44.4,62.5,NA,22%,60%
61194,350,4031,105252,Westhoughton High School, ,CY,0,9%,56%,35%,51.5,11.1,10.3,14.8,12.5,66%,62%,27.4,46.3,66.1,NA,17%,62%
7636,351,4032,105364,Broad Oak Sports College, ,CY,0,16%,59%,25%,42.9,9.5,8.7,11.3,8.5,47%,43%,22.9,42.6,59,41,22%,42%
8810,351,4603,105365,Bury Church of England High School, ,VA,0,9%,46%,45%,55.2,11.1,10.5,16.9,16.7,70%,64%,28.8,49.8,65.5,54.2,42%,63%
8818,351,6008,105373,Bury Grammar School Boys, ,IND,0,NP,NP,NP,20.5,0,0,12.3,7.8,0%,0%,NP,NP,NP,NA,0%,0%
8820,351,6009,105374,Bury Grammar School Girls, ,IND,0,NP,NP,NP,67.2,13.7,12.7,20.1,20.8,97%,61%,NP,NP,NP,NA,25%,94%
9908,351,4031,105363,Castlebrook High School, ,CY,0,18%,51%,31%,50.1,10.2,10.3,12.7,15.6,62%,57%,31.7,49.9,62.4,NA,21%,58%
14460,351,6007,105372,Darul Uloom Al Arabiya Al Islamiya, ,IND,0,NP,NP,NP,51,11.7,10.5,18.3,10.5,73%,80%,NP,NP,NP,NA,69%,73%
14920,351,4007,105355,The Derby High School, ,CY,0,21%,56%,22%,50.1,9.7,9.6,13.3,9,57%,56%,34.9,50.8,65.6,NA,28%,51%
17190,351,4004,105354,The Elton High School, ,CY,0,13%,55%,32%,54.1,11,10.1,15.1,11.7,67%,62%,36.4,51.7,65.4,NA,12%,62%
32498,351,4005,134195,Manchester Mesivta School, ,VC,0,7%,50%,43%,59.2,10.8,13.9,18,16.2,75%,70%,SUPP,54.7,72.8,NA,30%,69%
39946,351,4022,105358,Parrenthorn High School, ,CY,0,10%,59%,31%,52.5,10.6,10.2,15.7,15.9,58%,61%,35.7,48.6,67.5,53.2,48%,54%
40572,351,4025,105360,Philips High School, ,CY,0,22%,47%,31%,49.1,10.3,9.4,14.7,13.7,53%,53%,32.1,46.3,65.6,NA,23%,50%
41350,351,4028,105362,Prestwich Arts College, ,CY,0,22%,53%,25%,48.8,9.9,9.6,13.2,14.3,58%,52%,36,49.2,59.2,NA,8%,54%
46810,351,4607,105367,St Gabriel's RC High School, ,VA,0,11%,48%,41%,51.7,10.8,10.5,13.9,16.3,71%,67%,30.4,48.1,62.1,NA,27%,64%
