LAESTAB,URN,COHORT,OVERALL_DEST,APPREN,EMPLOYMENT,EDUCATION,FE,6TH_COL,SCH_6TH,OTHER_EDU,NOT_SUSTAINED,UNKNOWN,OVERALL_DESTPER,APPRENPER,EMPLOYMENTPER,EDUCATIONPER,FEPER,6TH_COLPER,SCH_6THPER,OTHER_EDUPER,NOT_SUSTAINEDPER,UNKNOWNPER
3417018,104734,7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3417023,104735,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3417025,104736,16,16,0,0,16,SUPP,0,SUPP,13,0,0,100%,0%,0%,100%,SUPP,0%,SUPP,81%,0%,0%
3417039,104739,14,6,SUPP,SUPP,SUPP,SUPP,0,0,0,SUPP,SUPP,43%,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,SUPP,SUPP
3417042,104742,16,6,0,SUPP,SUPP,SUPP,0,0,0,10,0,38%,0%,SUPP,SUPP,SUPP,0%,0%,0%,63%,0%
3417051,104748,14,14,0,0,14,0,0,0,14,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
3417052,104749,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3417059,130961,14,11,0,SUPP,SUPP,SUPP,0,SUPP,10,SUPP,SUPP,79%,0%,SUPP,SUPP,SUPP,0%,SUPP,71%,SUPP,SUPP
3417069,134658,25,19,0,SUPP,SUPP,9,0,SUPP,SUPP,6,0,76%,0%,SUPP,SUPP,36%,0%,SUPP,SUPP,24%,0%
3417070,133441,25,24,0,SUPP,SUPP,SUPP,0,SUPP,19,SUPP,SUPP,96%,0%,SUPP,SUPP,SUPP,0%,SUPP,76%,SUPP,SUPP
LA,341,4770,4415,305,120,4300,1390,145,2610,155,325,25,93%,6%,2%,90%,29%,3%,55%,3%,7%,1%
3424050,104826,233,230,16,SUPP,SUPP,SUPP,66,108,SUPP,3,0,99%,7%,SUPP,SUPP,SUPP,28%,46%,SUPP,1%,0%
3424051,104827,123,116,10,6,110,50,38,SUPP,SUPP,7,0,94%,8%,5%,89%,41%,31%,SUPP,SUPP,6%,0%
3424101,104829,228,194,10,9,185,57,SUPP,114,SUPP,SUPP,SUPP,85%,4%,4%,81%,25%,SUPP,50%,SUPP,SUPP,SUPP
3424104,104830,238,227,19,5,222,65,23,131,3,11,0,95%,8%,2%,93%,27%,10%,55%,1%,5%,0%
3424713,104833,140,124,15,7,117,60,54,3,0,16,0,89%,11%,5%,84%,43%,39%,2%,0%,11%,0%
3424714,104834,239,230,24,5,225,81,137,7,0,9,0,96%,10%,2%,94%,34%,57%,3%,0%,4%,0%
3424801,104835,175,161,13,8,153,104,29,16,4,SUPP,SUPP,92%,7%,5%,87%,59%,17%,9%,2%,SUPP,SUPP
3424803,136421,214,207,16,5,202,84,88,SUPP,SUPP,7,0,97%,7%,2%,94%,39%,41%,SUPP,SUPP,3%,0%
3426905,136141,188,167,9,6,161,77,SUPP,73,SUPP,SUPP,SUPP,89%,5%,3%,86%,41%,SUPP,39%,SUPP,SUPP,SUPP
3427005,104843,6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3427007,131022,6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3427008,134865,28,28,0,0,28,SUPP,14,SUPP,13,0,0,100%,0%,0%,100%,SUPP,50%,SUPP,46%,0%,0%
3427009,134888,7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,342,1825,1700,130,55,1645,635,470,500,40,120,5,93%,7%,3%,90%,35%,26%,27%,2%,7%,SP
3434000,138260,103,87,4,5,82,44,SUPP,36,SUPP,SUPP,SUPP,84%,4%,5%,80%,43%,SUPP,35%,SUPP,SUPP,SUPP
3434003,104944,156,148,10,SUPP,SUPP,121,21,SUPP,0,SUPP,SUPP,95%,6%,SUPP,SUPP,78%,13%,SUPP,0%,SUPP,SUPP
3434100,137533,224,215,21,3,212,71,45,96,0,SUPP,SUPP,96%,9%,1%,95%,32%,20%,43%,0%,SUPP,SUPP
3434101,137436,157,154,8,SUPP,SUPP,36,18,96,SUPP,3,0,98%,5%,SUPP,SUPP,23%,11%,61%,SUPP,2%,0%
3434105,137514,222,215,21,8,207,76,SUPP,117,SUPP,7,0,97%,9%,4%,93%,34%,SUPP,53%,SUPP,3%,0%
3434106,137612,199,192,4,SUPP,SUPP,59,SUPP,116,SUPP,SUPP,SUPP,96%,2%,SUPP,SUPP,30%,SUPP,58%,SUPP,SUPP,SUPP
3434108,137297,182,178,5,SUPP,SUPP,77,90,SUPP,0,SUPP,SUPP,98%,3%,SUPP,SUPP,42%,49%,SUPP,0%,SUPP,SUPP
3434109,137604,169,160,8,6,154,85,61,SUPP,SUPP,SUPP,SUPP,95%,5%,4%,91%,50%,36%,SUPP,SUPP,SUPP,SUPP
3434110,104956,139,127,9,5,122,68,48,6,0,SUPP,SUPP,91%,6%,4%,88%,49%,35%,4%,0%,SUPP,SUPP
3434113,137520,214,198,24,6,192,59,9,120,4,13,3,93%,11%,3%,90%,28%,4%,56%,2%,6%,1%
3434611,104959,142,117,20,7,110,65,SUPP,44,SUPP,SUPP,SUPP,82%,14%,5%,77%,46%,SUPP,31%,SUPP,SUPP,SUPP
3434621,104960,246,237,20,10,227,66,SUPP,144,SUPP,9,0,96%,8%,4%,92%,27%,SUPP,59%,SUPP,4%,0%
3434623,104961,217,208,19,SUPP,SUPP,53,7,139,SUPP,9,0,96%,9%,SUPP,SUPP,24%,3%,64%,SUPP,4%,0%
3434624,104962,148,137,6,SUPP,SUPP,33,SUPP,100,SUPP,SUPP,SUPP,93%,4%,SUPP,SUPP,22%,SUPP,68%,SUPP,SUPP,SUPP
3434625,104963,81,74,6,7,67,30,0,37,0,SUPP,SUPP,91%,7%,9%,83%,37%,0%,46%,0%,SUPP,SUPP
3434800,104964,208,198,10,8,190,64,23,103,0,SUPP,SUPP,95%,5%,4%,91%,31%,11%,50%,0%,SUPP,SUPP
3437004,104977,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3437006,104979,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3437009,104980,30,27,0,SUPP,SUPP,26,0,SUPP,SUPP,SUPP,SUPP,90%,0%,SUPP,SUPP,87%,0%,SUPP,SUPP,SUPP,SUPP
3437011,104982,11,5,0,SUPP,SUPP,SUPP,0,0,0,6,0,45%,0%,SUPP,SUPP,SUPP,0%,0%,0%,55%,0%
3437013,104983,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3437014,133748,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,343,3325,3095,235,100,2995,1215,380,1355,45,200,25,93%,7%,3%,90%,36%,11%,41%,1%,6%,1%
3444010,137130,145,135,8,SUPP,SUPP,39,71,SUPP,0,SUPP,SUPP,93%,6%,SUPP,SUPP,27%,49%,SUPP,0%,SUPP,SUPP
3444012,138853,252,227,20,6,221,108,81,32,0,25,0,90%,8%,2%,88%,43%,32%,13%,0%,10%,0%
3444018,105097,127,103,7,5,98,53,37,8,0,SUPP,SUPP,81%,6%,4%,77%,42%,29%,6%,0%,SUPP,SUPP
3444052,137171,170,169,3,SUPP,SUPP,SUPP,16,145,SUPP,SUPP,SUPP,99%,2%,SUPP,SUPP,SUPP,9%,85%,SUPP,SUPP,SUPP
3444056,137243,173,172,SUPP,SUPP,SUPP,SUPP,8,155,5,SUPP,SUPP,99%,SUPP,SUPP,SUPP,SUPP,5%,90%,3%,SUPP,SUPP
3444058,105101,99,96,SUPP,SUPP,SUPP,SUPP,42,42,SUPP,3,0,97%,SUPP,SUPP,SUPP,SUPP,42%,42%,SUPP,3%,0%
3444060,138355,179,167,13,5,162,44,5,113,0,SUPP,SUPP,93%,7%,3%,91%,25%,3%,63%,0%,SUPP,SUPP
3444066,105103,172,158,12,8,150,39,10,97,4,14,0,92%,7%,5%,87%,23%,6%,56%,2%,8%,0%
3444067,136895,115,106,6,SUPP,SUPP,30,6,66,SUPP,SUPP,SUPP,92%,5%,SUPP,SUPP,26%,5%,57%,SUPP,SUPP,SUPP
3444069,137815,228,220,12,3,217,26,SUPP,181,SUPP,8,0,96%,5%,1%,95%,11%,SUPP,79%,SUPP,4%,0%
3444070,105106,125,113,4,8,105,29,11,65,0,12,0,90%,3%,6%,84%,23%,9%,52%,0%,10%,0%
3444071,105107,196,186,16,5,181,63,SUPP,95,SUPP,10,0,95%,8%,3%,92%,32%,SUPP,48%,SUPP,5%,0%
3444605,139031,231,222,13,SUPP,SUPP,63,SUPP,143,SUPP,9,0,96%,6%,SUPP,SUPP,27%,SUPP,62%,SUPP,4%,0%
3444611,105110,249,229,16,8,221,47,27,140,7,20,0,92%,6%,3%,89%,19%,11%,56%,3%,8%,0%
3444798,136411,153,137,7,5,132,93,28,11,0,13,3,90%,5%,3%,86%,61%,18%,7%,0%,8%,2%
3445400,139144,178,174,SUPP,SUPP,SUPP,SUPP,17,151,SUPP,SUPP,SUPP,98%,SUPP,SUPP,SUPP,SUPP,10%,85%,SUPP,SUPP,SUPP
3445401,137476,154,153,4,SUPP,SUPP,SUPP,13,127,SUPP,SUPP,SUPP,99%,3%,SUPP,SUPP,SUPP,8%,82%,SUPP,SUPP,SUPP
3445900,136780,134,134,7,SUPP,SUPP,SUPP,14,109,SUPP,0,0,100%,5%,SUPP,SUPP,SUPP,10%,81%,SUPP,0%,0%
3445901,137929,143,140,3,SUPP,SUPP,SUPP,10,124,SUPP,SUPP,SUPP,98%,2%,SUPP,SUPP,SUPP,7%,87%,SUPP,SUPP,SUPP
3446905,135877,93,93,4,SUPP,SUPP,11,SUPP,72,SUPP,0,0,100%,4%,SUPP,SUPP,12%,SUPP,77%,SUPP,0%,0%
3447001,105129,28,28,0,0,28,5,SUPP,SUPP,22,0,0,100%,0%,0%,100%,18%,SUPP,SUPP,79%,0%,0%
3447003,105130,10,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3447004,105131,11,11,0,0,11,0,0,0,11,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
3447007,105133,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3447015,105137,17,14,0,SUPP,SUPP,SUPP,0,SUPP,11,SUPP,SUPP,82%,0%,SUPP,SUPP,SUPP,0%,SUPP,65%,SUPP,SUPP
3447215,127715,12,7,0,SUPP,SUPP,SUPP,0,0,0,5,0,58%,0%,SUPP,SUPP,SUPP,0%,0%,0%,42%,0%
LA,344,3595,3385,170,75,3310,760,470,1995,85,200,10,94%,5%,2%,92%,21%,13%,55%,2%,6%,SP
3504031,105252,220,199,12,11,188,116,65,SUPP,SUPP,SUPP,SUPP,90%,5%,5%,85%,53%,30%,SUPP,SUPP,SUPP,SUPP
3504034,105253,237,230,23,6,224,66,SUPP,141,SUPP,7,0,97%,10%,3%,95%,28%,SUPP,59%,SUPP,3%,0%
3504044,105256,182,165,15,13,152,127,23,SUPP,SUPP,SUPP,SUPP,91%,8%,7%,84%,70%,13%,SUPP,SUPP,SUPP,SUPP
3504046,105257,279,240,18,10,230,192,23,15,0,33,6,86%,6%,4%,82%,69%,8%,5%,0%,12%,2%
3504048,105259,159,146,6,5,141,46,55,33,7,SUPP,SUPP,92%,4%,3%,89%,29%,35%,21%,4%,SUPP,SUPP
3504049,140500,277,252,15,9,243,112,101,26,4,20,5,91%,5%,3%,88%,40%,36%,9%,1%,7%,2%
3504501,105261,315,301,33,12,289,132,34,120,3,14,0,96%,10%,4%,92%,42%,11%,38%,1%,4%,0%
3504609,105262,174,167,18,9,158,107,49,SUPP,SUPP,7,0,96%,10%,5%,91%,61%,28%,SUPP,SUPP,4%,0%
3504611,105263,179,154,16,7,147,97,47,3,0,25,0,86%,9%,4%,82%,54%,26%,2%,0%,14%,0%
3504612,105264,220,203,7,5,198,62,20,116,0,17,0,92%,3%,2%,90%,28%,9%,53%,0%,8%,0%
3504805,134646,169,154,6,3,151,86,56,9,0,SUPP,SUPP,91%,4%,2%,89%,51%,33%,5%,0%,SUPP,SUPP
3504806,135096,105,97,SUPP,SUPP,SUPP,19,58,12,SUPP,SUPP,SUPP,92%,SUPP,SUPP,SUPP,18%,55%,11%,SUPP,SUPP,SUPP
3505400,105266,200,193,22,6,187,147,33,7,0,7,0,97%,11%,3%,94%,74%,17%,4%,0%,4%,0%
3505401,105267,270,261,14,SUPP,SUPP,81,SUPP,151,SUPP,SUPP,SUPP,97%,5%,SUPP,SUPP,30%,SUPP,56%,SUPP,SUPP,SUPP
3506905,135770,147,134,SUPP,3,131,47,74,10,0,8,5,91%,SUPP,2%,89%,32%,50%,7%,0%,5%,3%
3506906,135981,133,107,7,3,104,36,5,60,3,SUPP,SUPP,80%,5%,2%,78%,27%,4%,45%,2%,SUPP,SUPP
3506907,136135,62,49,4,SUPP,SUPP,20,SUPP,25,0,SUPP,SUPP,79%,6%,SUPP,SUPP,32%,SUPP,40%,0%,SUPP,SUPP
3507003,105277,22,21,0,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,95%,0%,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP
3507004,105278,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3507007,105280,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3507009,131692,13,4,0,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,31%,0%,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP
LA,350,3380,3090,220,105,2985,1495,690,740,65,260,25,91%,6%,3%,88%,44%,20%,22%,2%,8%,1%
3514004,105354,184,167,8,5,162,125,31,SUPP,SUPP,SUPP,SUPP,91%,4%,3%,88%,68%,17%,SUPP,SUPP,SUPP,SUPP
3514005,134195,27,21,0,SUPP,SUPP,16,0,SUPP,0,SUPP,SUPP,78%,0%,SUPP,SUPP,59%,0%,SUPP,0%,SUPP,SUPP
3514007,105355,164,158,10,SUPP,SUPP,102,SUPP,0,0,SUPP,SUPP,96%,6%,SUPP,SUPP,62%,SUPP,0%,0%,SUPP,SUPP
3514020,105357,181,171,9,9,162,114,47,SUPP,SUPP,SUPP,SUPP,94%,5%,5%,90%,63%,26%,SUPP,SUPP,SUPP,SUPP
3514022,105358,165,156,4,SUPP,SUPP,68,82,SUPP,0,9,0,95%,2%,SUPP,SUPP,41%,50%,SUPP,0%,5%,0%
3514025,105360,164,152,13,4,148,100,44,4,0,SUPP,SUPP,93%,8%,2%,90%,61%,27%,2%,0%,SUPP,SUPP
3514026,105361,191,184,14,9,175,96,75,4,0,SUPP,SUPP,96%,7%,5%,92%,50%,39%,2%,0%,SUPP,SUPP
3514028,105362,156,144,8,3,141,89,43,SUPP,SUPP,SUPP,SUPP,92%,5%,2%,90%,57%,28%,SUPP,SUPP,SUPP,SUPP
3514031,105363,151,142,12,5,137,80,52,SUPP,SUPP,SUPP,SUPP,94%,8%,3%,91%,53%,34%,SUPP,SUPP,SUPP,SUPP
3514032,105364,98,89,5,4,85,74,10,SUPP,SUPP,9,0,91%,5%,4%,87%,76%,10%,SUPP,SUPP,9%,0%
3514603,105365,154,151,5,4,147,74,68,SUPP,SUPP,SUPP,SUPP,98%,3%,3%,95%,48%,44%,SUPP,SUPP,SUPP,SUPP
3514606,105366,224,214,10,3,211,45,138,SUPP,SUPP,10,0,96%,4%,1%,94%,20%,62%,SUPP,SUPP,4%,0%
3514607,105367,203,195,8,4,191,75,111,SUPP,SUPP,8,0,96%,4%,2%,94%,37%,55%,SUPP,SUPP,4%,0%
3517011,105378,24,22,0,SUPP,SUPP,SUPP,0,SUPP,15,SUPP,SUPP,92%,0%,SUPP,SUPP,SUPP,0%,SUPP,63%,SUPP,SUPP
LA,351,2130,2005,110,55,1950,1105,755,80,20,110,15,94%,5%,3%,92%,52%,35%,4%,1%,5%,1%
3524002,138097,153,130,5,3,127,67,30,SUPP,SUPP,SUPP,SUPP,85%,3%,2%,83%,44%,20%,SUPP,SUPP,SUPP,SUPP
3524248,105556,295,269,11,3,266,52,69,145,0,20,6,91%,4%,1%,90%,18%,23%,49%,0%,7%,2%
3524256,140703,159,144,SUPP,SUPP,SUPP,46,79,15,SUPP,10,5,91%,SUPP,SUPP,SUPP,29%,50%,9%,SUPP,6%,3%
3524257,141264,240,225,5,4,221,42,118,57,4,9,6,94%,2%,2%,92%,18%,49%,24%,2%,4%,3%
3524271,105560,254,239,6,8,231,123,83,25,0,SUPP,SUPP,94%,2%,3%,91%,48%,33%,10%,0%,SUPP,SUPP
3524276,105564,353,313,31,21,292,137,115,40,0,37,3,89%,9%,6%,83%,39%,33%,11%,0%,10%,1%
3524281,139148,300,279,8,5,274,99,163,SUPP,SUPP,SUPP,SUPP,93%,3%,2%,91%,33%,54%,SUPP,SUPP,SUPP,SUPP
3524753,105574,138,129,9,3,126,40,85,SUPP,SUPP,9,0,93%,7%,2%,91%,29%,62%,SUPP,SUPP,7%,0%
3524761,105576,150,134,6,9,125,69,54,SUPP,SUPP,16,0,89%,4%,6%,83%,46%,36%,SUPP,SUPP,11%,0%
3524762,105577,218,193,22,12,181,93,82,6,0,22,3,89%,10%,6%,83%,43%,38%,3%,0%,10%,1%
3524765,137801,233,220,SUPP,SUPP,SUPP,52,155,SUPP,SUPP,SUPP,SUPP,94%,SUPP,SUPP,SUPP,22%,67%,SUPP,SUPP,SUPP,SUPP
3524766,139456,176,146,18,6,140,79,61,0,0,SUPP,SUPP,83%,10%,3%,80%,45%,35%,0%,0%,SUPP,SUPP
3524768,105581,175,155,13,11,144,40,99,SUPP,SUPP,SUPP,SUPP,89%,7%,6%,82%,23%,57%,SUPP,SUPP,SUPP,SUPP
3524770,131880,175,161,3,5,156,48,97,11,0,SUPP,SUPP,92%,2%,3%,89%,27%,55%,6%,0%,SUPP,SUPP
3524810,137309,142,136,0,SUPP,SUPP,16,SUPP,106,SUPP,3,3,96%,0%,SUPP,SUPP,11%,SUPP,75%,SUPP,2%,2%
3526905,134224,169,145,7,SUPP,SUPP,82,45,SUPP,0,SUPP,SUPP,86%,4%,SUPP,SUPP,49%,27%,SUPP,0%,SUPP,SUPP
3526907,135296,119,111,SUPP,SUPP,SUPP,27,SUPP,56,SUPP,SUPP,SUPP,93%,SUPP,SUPP,SUPP,23%,SUPP,47%,SUPP,SUPP,SUPP
3526908,135874,94,76,5,SUPP,SUPP,23,21,29,SUPP,SUPP,SUPP,81%,5%,SUPP,SUPP,24%,22%,31%,SUPP,SUPP,SUPP
3526909,135875,47,42,4,4,38,25,0,13,0,5,0,89%,9%,9%,81%,53%,0%,28%,0%,11%,0%
3526910,135905,186,160,11,6,154,96,56,SUPP,SUPP,SUPP,SUPP,86%,6%,3%,83%,52%,30%,SUPP,SUPP,SUPP,SUPP
3526914,136174,133,123,6,SUPP,SUPP,75,25,SUPP,SUPP,10,0,92%,5%,SUPP,SUPP,56%,19%,SUPP,SUPP,8%,0%
3527014,105604,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3527029,105608,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3527039,141805,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
3527042,105614,29,16,0,4,12,11,0,SUPP,SUPP,13,0,55%,0%,14%,41%,38%,0%,SUPP,SUPP,45%,0%
3527043,138532,24,23,0,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,96%,0%,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP
3527055,105622,12,12,0,0,12,3,3,0,6,0,0,100%,0%,0%,100%,25%,25%,0%,50%,0%,0%
3527056,105623,11,7,SUPP,SUPP,SUPP,SUPP,0,0,0,4,0,64%,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,36%,0%
3527061,132905,16,12,0,SUPP,SUPP,SUPP,0,SUPP,11,4,0,75%,0%,SUPP,SUPP,SUPP,0%,SUPP,69%,25%,0%
LA,352,4485,4020,195,130,3895,1530,1620,670,75,415,50,90%,4%,3%,87%,34%,36%,15%,2%,9%,1%
3534011,137039,203,187,4,SUPP,SUPP,71,104,SUPP,SUPP,13,3,92%,2%,SUPP,SUPP,35%,51%,SUPP,SUPP,6%,1%
3534022,105734,233,214,9,15,199,106,75,18,0,SUPP,SUPP,92%,4%,6%,85%,45%,32%,8%,0%,SUPP,SUPP
3534023,105735,291,262,27,8,254,161,79,SUPP,SUPP,SUPP,SUPP,90%,9%,3%,87%,55%,27%,SUPP,SUPP,SUPP,SUPP
3534026,105736,269,259,17,8,251,97,141,SUPP,SUPP,SUPP,SUPP,96%,6%,3%,93%,36%,52%,SUPP,SUPP,SUPP,SUPP
3534027,141248,264,250,19,5,245,67,SUPP,116,SUPP,14,0,95%,7%,2%,93%,25%,SUPP,44%,SUPP,5%,0%
3534028,105738,286,261,19,9,252,95,139,11,7,SUPP,SUPP,91%,7%,3%,88%,33%,49%,4%,2%,SUPP,SUPP
3534600,137133,219,213,8,4,209,48,SUPP,123,SUPP,SUPP,SUPP,97%,4%,2%,95%,22%,SUPP,56%,SUPP,SUPP,SUPP
3534605,137294,198,194,SUPP,SUPP,SUPP,52,SUPP,90,SUPP,4,0,98%,SUPP,SUPP,SUPP,26%,SUPP,45%,SUPP,2%,0%
3534608,136432,279,267,23,7,260,106,121,SUPP,SUPP,12,0,96%,8%,3%,93%,38%,43%,SUPP,SUPP,4%,0%
3536905,136027,260,219,20,15,204,138,61,SUPP,SUPP,SUPP,SUPP,84%,8%,6%,78%,53%,23%,SUPP,SUPP,SUPP,SUPP
3536906,136115,156,143,7,5,138,63,75,0,0,SUPP,SUPP,92%,4%,3%,88%,40%,48%,0%,0%,SUPP,SUPP
3536907,136148,252,227,8,8,219,121,96,SUPP,SUPP,SUPP,SUPP,90%,3%,3%,87%,48%,38%,SUPP,SUPP,SUPP,SUPP
3537012,133368,13,7,0,SUPP,SUPP,4,0,SUPP,SUPP,6,0,54%,0%,SUPP,SUPP,31%,0%,SUPP,SUPP,46%,0%
3537014,138697,47,46,0,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,98%,0%,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP
LA,353,2980,2755,165,90,2665,1135,1035,430,65,210,15,92%,6%,3%,89%,38%,35%,14%,2%,7%,1%
3544083,105834,200,172,13,9,163,132,28,SUPP,SUPP,SUPP,SUPP,86%,7%,5%,82%,66%,14%,SUPP,SUPP,SUPP,SUPP
3544086,105837,234,218,4,3,215,111,101,SUPP,SUPP,11,5,93%,2%,1%,92%,47%,43%,SUPP,SUPP,5%,2%
3544088,105839,173,161,4,SUPP,SUPP,96,SUPP,0,0,SUPP,SUPP,93%,2%,SUPP,SUPP,55%,SUPP,0%,0%,SUPP,SUPP
3544089,105840,227,219,5,4,215,98,114,SUPP,SUPP,SUPP,SUPP,96%,2%,2%,95%,43%,50%,SUPP,SUPP,SUPP,SUPP
3544091,105842,210,192,30,15,177,102,69,6,0,18,0,91%,14%,7%,84%,49%,33%,3%,0%,9%,0%
3544611,105844,185,176,14,3,173,57,29,83,4,9,0,95%,8%,2%,94%,31%,16%,45%,2%,5%,0%
3544612,105845,259,238,15,5,233,142,89,SUPP,SUPP,18,3,92%,6%,2%,90%,55%,34%,SUPP,SUPP,7%,1%
3544801,131726,113,106,8,4,102,72,30,0,0,7,0,94%,7%,4%,90%,64%,27%,0%,0%,6%,0%
3545400,140055,206,184,18,8,176,107,64,5,0,SUPP,SUPP,89%,9%,4%,85%,52%,31%,2%,0%,SUPP,SUPP
3545401,140091,239,228,22,10,218,99,113,SUPP,SUPP,SUPP,SUPP,95%,9%,4%,91%,41%,47%,SUPP,SUPP,SUPP,SUPP
3545402,135795,181,156,3,6,150,83,67,0,0,SUPP,SUPP,86%,2%,3%,83%,46%,37%,0%,0%,SUPP,SUPP
3546905,135313,142,120,7,9,111,41,SUPP,63,SUPP,SUPP,SUPP,85%,5%,6%,78%,29%,SUPP,44%,SUPP,SUPP,SUPP
3547006,105861,12,7,0,SUPP,SUPP,5,0,SUPP,SUPP,5,0,58%,0%,SUPP,SUPP,42%,0%,SUPP,SUPP,42%,0%
3547015,135202,33,30,0,SUPP,SUPP,SUPP,0,SUPP,29,SUPP,SUPP,91%,0%,SUPP,SUPP,SUPP,0%,SUPP,88%,SUPP,SUPP
LA,354,2415,2205,145,80,2130,1145,770,170,45,190,20,91%,6%,3%,88%,47%,32%,7%,2%,8%,1%
3554000,138418,160,139,12,13,126,122,3,SUPP,SUPP,SUPP,SUPP,87%,8%,8%,79%,76%,2%,SUPP,SUPP,SUPP,SUPP
3554018,138698,56,34,0,SUPP,SUPP,23,0,SUPP,0,3,19,61%,0%,SUPP,SUPP,41%,0%,SUPP,0%,5%,34%
3554026,105974,131,108,17,15,93,91,0,SUPP,SUPP,23,0,82%,13%,11%,71%,69%,0%,SUPP,SUPP,18%,0%
3554035,105975,227,214,22,8,206,163,43,0,0,SUPP,SUPP,94%,10%,4%,91%,72%,19%,0%,0%,SUPP,SUPP
3554036,105976,163,149,15,9,140,107,0,27,6,14,0,91%,9%,6%,86%,66%,0%,17%,4%,9%,0%
3554039,105977,160,151,18,9,142,134,7,SUPP,SUPP,9,0,94%,11%,6%,89%,84%,4%,SUPP,SUPP,6%,0%
3554049,105982,151,136,17,4,132,124,7,SUPP,SUPP,15,0,90%,11%,3%,87%,82%,5%,SUPP,SUPP,10%,0%
