DFE_NUMBER,URN,COHORT,OVERALL,EDUCATION,HE,TOP_3RD,OXBRIDGE,RUSSELL,OTHERHE,FE,OTHER_EDU,EMPLOYMENT,NOT_SUSTAINED,NOT_CAPTURED,APPREN,GAP,OVERALLPER,EDUCATIONPER,HEPER,TOP_3RDPER,OXBRIDGEPER,RUSSELLPER,OTHERHEPER,FEPER,OTHER_EDUPER,EMPLOYMENTPER,NOT_SUSTAINEDPER,NOT_CAPTUREDPER,APPRENPER,GAPPER
9214001,136753,42,34,24,20,5,0,SUPP,15,SUPP,SUPP,10,SUPP,SUPP,3,6,81%,57%,48%,12%,0%,SUPP,36%,SUPP,SUPP,24%,SUPP,SUPP,7%,14%
9214030,136010,93,88,76,57,20,0,12,37,8,11,12,5,0,7,3,95%,82%,61%,22%,0%,13%,40%,9%,12%,13%,5%,0%,8%,3%
9214032,136012,72,62,53,36,16,0,15,20,6,11,9,7,3,4,4,86%,74%,50%,22%,0%,21%,28%,8%,15%,13%,10%,4%,6%,6%
9214604,135552,51,45,35,29,10,0,5,19,6,0,10,6,0,SUPP,5,88%,69%,57%,20%,0%,10%,37%,12%,0%,20%,12%,0%,SUPP,10%
9218000,130724,315,254,145,101,12,0,5,89,44,0,109,48,13,29,6,81%,46%,32%,4%,0%,2%,28%,14%,0%,35%,15%,4%,9%,2%
LA,921,770,655,465,335,105,SUPP,65,230,85,45,190,95,20,55,30,85%,60%,44%,14%,SUPP,8%,30%,11%,6%,25%,12%,3%,7%,4%
9254000,137572,79,69,45,31,6,0,SUPP,25,SUPP,SUPP,24,7,3,8,9,87%,57%,39%,8%,0%,SUPP,32%,SUPP,SUPP,30%,9%,4%,10%,11%
9254001,137282,75,67,46,22,SUPP,0,SUPP,SUPP,17,7,21,SUPP,SUPP,15,SUPP,89%,61%,29%,SUPP,0%,SUPP,SUPP,23%,9%,28%,SUPP,SUPP,20%,SUPP
9254003,139055,23,20,13,7,0,0,0,7,SUPP,SUPP,7,3,0,4,SUPP,87%,57%,30%,0%,0%,0%,30%,SUPP,SUPP,30%,13%,0%,17%,SUPP
9254004,138638,159,152,136,128,68,SUPP,54,60,8,0,16,4,3,4,6,96%,86%,81%,43%,SUPP,34%,38%,5%,0%,10%,3%,2%,3%,4%
9254005,137667,83,80,70,62,33,4,28,29,SUPP,SUPP,10,3,0,4,SUPP,96%,84%,75%,40%,5%,34%,35%,SUPP,SUPP,12%,4%,0%,5%,SUPP
9254010,137873,109,102,81,73,22,0,18,51,8,0,21,4,3,5,5,94%,74%,67%,20%,0%,17%,47%,7%,0%,19%,4%,3%,5%,5%
9254019,136624,47,45,36,23,SUPP,0,SUPP,SUPP,10,3,9,SUPP,SUPP,5,SUPP,96%,77%,49%,SUPP,0%,SUPP,SUPP,21%,6%,19%,SUPP,SUPP,11%,SUPP
9254022,139140,81,73,62,57,9,0,7,48,SUPP,SUPP,11,SUPP,SUPP,SUPP,SUPP,90%,77%,70%,11%,0%,9%,59%,SUPP,SUPP,14%,SUPP,SUPP,SUPP,SUPP
9254027,120642,98,94,84,74,52,SUPP,31,22,SUPP,SUPP,10,SUPP,SUPP,SUPP,6,96%,86%,76%,53%,SUPP,32%,22%,SUPP,SUPP,10%,SUPP,SUPP,SUPP,6%
9254065,120655,136,117,111,104,60,3,44,44,SUPP,SUPP,6,11,8,SUPP,8,86%,82%,76%,44%,2%,32%,32%,SUPP,SUPP,4%,8%,6%,SUPP,6%
9254501,137793,128,122,98,93,50,SUPP,39,43,5,0,24,6,0,4,SUPP,95%,77%,73%,39%,SUPP,30%,34%,4%,0%,19%,5%,0%,3%,SUPP
9254514,136491,73,67,57,51,9,0,3,42,6,0,10,SUPP,SUPP,4,SUPP,92%,78%,70%,12%,0%,4%,58%,8%,0%,14%,SUPP,SUPP,5%,SUPP
9254603,139304,126,120,98,84,23,SUPP,18,61,SUPP,SUPP,22,SUPP,SUPP,12,6,95%,78%,67%,18%,SUPP,14%,48%,SUPP,SUPP,17%,SUPP,SUPP,10%,5%
9254900,132933,188,167,118,91,23,4,17,68,19,8,49,SUPP,SUPP,14,9,89%,63%,48%,12%,2%,9%,36%,10%,4%,26%,SUPP,SUPP,7%,5%
9254901,132951,266,249,206,164,43,SUPP,29,121,33,9,43,11,6,29,9,94%,77%,62%,16%,SUPP,11%,45%,12%,3%,16%,4%,2%,11%,3%
9255400,138757,54,49,41,39,20,SUPP,11,19,SUPP,SUPP,8,SUPP,SUPP,SUPP,SUPP,91%,76%,72%,37%,SUPP,20%,35%,SUPP,SUPP,15%,SUPP,SUPP,SUPP,SUPP
9255401,136315,61,56,44,40,29,0,21,11,4,0,12,SUPP,SUPP,4,7,92%,72%,66%,48%,0%,34%,18%,7%,0%,20%,SUPP,SUPP,7%,11%
9255402,137166,122,115,108,98,59,3,49,39,SUPP,SUPP,7,4,3,4,SUPP,94%,89%,80%,48%,2%,40%,32%,SUPP,SUPP,6%,3%,2%,3%,SUPP
9255403,137213,110,104,91,77,28,SUPP,18,49,10,4,13,SUPP,SUPP,11,3,95%,83%,70%,25%,SUPP,16%,45%,9%,4%,12%,SUPP,SUPP,10%,3%
9255405,142262,80,74,61,59,34,0,31,25,SUPP,SUPP,13,SUPP,SUPP,SUPP,10,93%,76%,74%,43%,0%,39%,31%,SUPP,SUPP,16%,SUPP,SUPP,SUPP,13%
9255406,136350,82,81,72,66,50,6,38,16,SUPP,SUPP,9,SUPP,SUPP,0,3,99%,88%,80%,61%,7%,46%,20%,SUPP,SUPP,11%,SUPP,SUPP,0%,4%
9255407,136537,67,59,44,32,7,0,5,25,SUPP,SUPP,15,SUPP,SUPP,5,3,88%,66%,48%,10%,0%,7%,37%,SUPP,SUPP,22%,SUPP,SUPP,7%,4%
9255408,137447,125,111,88,55,18,SUPP,15,37,10,23,23,10,4,9,SUPP,89%,70%,44%,14%,SUPP,12%,30%,8%,18%,18%,8%,3%,7%,SUPP
9255411,138665,104,97,83,80,44,SUPP,32,36,3,0,14,SUPP,SUPP,0,6,93%,80%,77%,42%,SUPP,31%,35%,3%,0%,13%,SUPP,SUPP,0%,6%
9255412,136871,102,92,57,39,10,3,9,29,15,3,35,SUPP,SUPP,13,4,90%,56%,38%,10%,3%,9%,28%,15%,3%,34%,SUPP,SUPP,13%,4%
9255413,137135,86,75,61,52,13,SUPP,8,39,4,5,14,11,0,SUPP,5,87%,71%,60%,15%,SUPP,9%,45%,5%,6%,16%,13%,0%,SUPP,6%
9255415,136415,130,124,103,90,48,SUPP,37,42,9,4,21,SUPP,SUPP,6,5,95%,79%,69%,37%,SUPP,28%,32%,7%,3%,16%,SUPP,SUPP,5%,4%
9255416,139168,93,85,53,32,3,0,SUPP,29,11,10,32,3,5,12,SUPP,91%,57%,34%,3%,0%,SUPP,31%,12%,11%,34%,3%,5%,13%,SUPP
9255417,120713,67,59,36,28,6,0,4,22,SUPP,SUPP,23,8,0,5,3,88%,54%,42%,9%,0%,6%,33%,SUPP,SUPP,34%,12%,0%,7%,4%
9255418,136358,86,76,59,40,12,0,8,28,SUPP,SUPP,17,SUPP,SUPP,14,SUPP,88%,69%,47%,14%,0%,9%,33%,SUPP,SUPP,20%,SUPP,SUPP,16%,SUPP
9255420,138839,22,22,SUPP,15,3,0,SUPP,12,SUPP,SUPP,SUPP,0,0,0,SUPP,100%,SUPP,68%,14%,0%,SUPP,55%,SUPP,SUPP,SUPP,0%,0%,0%,SUPP
9255421,139623,34,32,29,25,4,SUPP,4,21,4,0,3,SUPP,SUPP,3,SUPP,94%,85%,74%,12%,SUPP,12%,62%,12%,0%,9%,SUPP,SUPP,9%,SUPP
9255423,136282,62,53,42,29,4,0,4,25,SUPP,SUPP,11,SUPP,SUPP,8,SUPP,85%,68%,47%,6%,0%,6%,40%,SUPP,SUPP,18%,SUPP,SUPP,13%,SUPP
9255424,139180,75,70,64,59,25,SUPP,15,34,5,0,6,SUPP,SUPP,SUPP,SUPP,93%,85%,79%,33%,SUPP,20%,45%,7%,0%,8%,SUPP,SUPP,SUPP,SUPP
9256905,135563,24,19,14,5,0,0,0,5,9,0,5,SUPP,SUPP,3,SUPP,79%,58%,21%,0%,0%,0%,21%,38%,0%,21%,SUPP,SUPP,13%,SUPP
9256906,135564,43,38,27,SUPP,SUPP,0,0,11,14,SUPP,11,SUPP,SUPP,9,SUPP,88%,63%,SUPP,SUPP,0%,0%,26%,33%,SUPP,26%,SUPP,SUPP,21%,SUPP
9256907,135565,234,219,184,161,85,SUPP,65,76,17,6,35,11,4,10,8,94%,79%,69%,36%,SUPP,28%,32%,7%,3%,15%,5%,2%,4%,3%
9256909,136044,156,145,115,87,15,SUPP,11,72,23,5,30,SUPP,SUPP,18,6,93%,74%,56%,10%,SUPP,7%,46%,15%,3%,19%,SUPP,SUPP,12%,4%
9256910,136194,17,16,11,6,0,0,0,6,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,94%,65%,35%,0%,0%,0%,35%,SUPP,SUPP,29%,SUPP,SUPP,SUPP,SUPP
9256911,136217,96,74,52,26,SUPP,0,SUPP,SUPP,13,13,22,SUPP,SUPP,6,SUPP,77%,54%,27%,SUPP,0%,SUPP,SUPP,14%,14%,23%,SUPP,SUPP,6%,SUPP
9258000,130759,234,204,130,73,6,0,SUPP,67,SUPP,SUPP,74,26,4,44,4,87%,56%,31%,3%,0%,SUPP,29%,SUPP,SUPP,32%,11%,2%,19%,2%
9258001,130760,541,452,278,192,18,0,14,174,SUPP,SUPP,174,67,22,25,6,84%,51%,35%,3%,0%,3%,32%,SUPP,SUPP,32%,12%,4%,5%,1%
9258004,130761,362,312,222,76,7,0,4,69,146,0,90,32,18,40,SUPP,86%,61%,21%,2%,0%,1%,19%,40%,0%,25%,9%,5%,11%,SUPP
9258006,130762,823,705,468,SUPP,SUPP,0,11,164,287,SUPP,237,88,30,108,9,86%,57%,SUPP,SUPP,0%,1%,20%,35%,SUPP,29%,11%,4%,13%,1%
LA,925,5310,4745,3595,2580,900,35,665,1680,895,115,1150,420,145,435,140,89%,68%,49%,17%,1%,12%,32%,17%,2%,22%,8%,3%,8%,3%
9264001,139204,100,91,65,48,13,0,3,35,17,0,26,SUPP,SUPP,11,4,91%,65%,48%,13%,0%,3%,35%,17%,0%,26%,SUPP,SUPP,11%,4%
9264002,141268,178,163,121,107,46,SUPP,18,61,SUPP,SUPP,42,10,5,11,10,92%,68%,60%,26%,SUPP,10%,34%,SUPP,SUPP,24%,6%,3%,6%,6%
9264005,138039,74,71,45,38,12,SUPP,6,26,SUPP,SUPP,26,SUPP,SUPP,8,5,96%,61%,51%,16%,SUPP,8%,35%,SUPP,SUPP,35%,SUPP,SUPP,11%,7%
9264021,121157,23,22,17,17,3,SUPP,SUPP,14,0,0,5,SUPP,SUPP,SUPP,SUPP,96%,74%,74%,13%,SUPP,SUPP,61%,0%,0%,22%,SUPP,SUPP,SUPP,SUPP
9264042,138829,89,82,66,64,24,SUPP,12,40,SUPP,SUPP,16,SUPP,SUPP,SUPP,5,92%,74%,72%,27%,SUPP,13%,45%,SUPP,SUPP,18%,SUPP,SUPP,SUPP,6%
9264043,121162,77,68,45,32,12,0,3,20,5,8,23,SUPP,SUPP,10,5,88%,58%,42%,16%,0%,4%,26%,6%,10%,30%,SUPP,SUPP,13%,6%
9264052,140534,46,40,27,18,4,0,0,14,SUPP,SUPP,13,3,3,7,SUPP,87%,59%,39%,9%,0%,0%,30%,SUPP,SUPP,28%,7%,7%,15%,SUPP
9264060,137461,165,159,128,99,53,4,32,46,12,17,31,SUPP,SUPP,4,12,96%,78%,60%,32%,2%,19%,28%,7%,10%,19%,SUPP,SUPP,2%,7%
9264065,141269,178,158,99,76,40,SUPP,20,36,SUPP,SUPP,59,15,5,16,17,89%,56%,43%,22%,SUPP,11%,20%,SUPP,SUPP,33%,8%,3%,9%,10%
9264081,136515,149,142,96,73,26,SUPP,15,47,23,0,46,SUPP,SUPP,10,6,95%,64%,49%,17%,SUPP,10%,32%,15%,0%,31%,SUPP,SUPP,7%,4%
9264083,121180,115,107,77,71,24,SUPP,5,47,SUPP,SUPP,30,SUPP,SUPP,7,SUPP,93%,67%,62%,21%,SUPP,4%,41%,SUPP,SUPP,26%,SUPP,SUPP,6%,SUPP
9264084,139487,46,44,30,25,10,0,4,15,SUPP,SUPP,14,SUPP,SUPP,4,3,96%,65%,54%,22%,0%,9%,33%,SUPP,SUPP,30%,SUPP,SUPP,9%,7%
9264085,121182,178,163,121,107,46,SUPP,18,61,SUPP,SUPP,42,10,5,11,10,92%,68%,60%,26%,SUPP,10%,34%,SUPP,SUPP,24%,6%,3%,6%,6%
9264089,137092,79,71,53,39,22,SUPP,13,17,9,5,18,SUPP,SUPP,9,3,90%,67%,49%,28%,SUPP,16%,22%,11%,6%,23%,SUPP,SUPP,11%,4%
9264605,137913,158,149,123,105,60,4,39,45,18,0,26,SUPP,SUPP,3,4,94%,78%,66%,38%,3%,25%,28%,11%,0%,16%,SUPP,SUPP,2%,3%
9264900,132908,178,163,121,107,46,SUPP,18,61,SUPP,SUPP,42,10,5,11,10,92%,68%,60%,26%,SUPP,10%,34%,SUPP,SUPP,24%,6%,3%,6%,6%
9265400,136481,208,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9265406,137621,61,56,38,29,12,0,6,17,5,4,18,SUPP,SUPP,0,4,92%,62%,48%,20%,0%,10%,28%,8%,7%,30%,SUPP,SUPP,0%,7%
9266905,135650,29,26,9,6,SUPP,0,SUPP,SUPP,SUPP,SUPP,17,3,0,SUPP,SUPP,90%,31%,21%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,59%,10%,0%,SUPP,SUPP
9266906,135904,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9266907,136186,57,48,36,27,15,0,SUPP,12,9,0,12,9,0,5,SUPP,84%,63%,47%,26%,0%,SUPP,21%,16%,0%,21%,16%,0%,9%,SUPP
9266910,136204,43,38,24,19,3,0,0,16,SUPP,SUPP,14,SUPP,SUPP,5,SUPP,88%,56%,44%,7%,0%,0%,37%,SUPP,SUPP,33%,SUPP,SUPP,12%,SUPP
9266911,139058,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9268000,130763,640,549,247,146,21,0,6,125,SUPP,SUPP,302,70,21,52,6,86%,39%,23%,3%,0%,1%,20%,SUPP,SUPP,47%,11%,3%,8%,1%
9268001,138670,340,267,104,66,25,0,0,41,SUPP,SUPP,163,53,20,33,8,79%,31%,19%,7%,0%,0%,12%,SUPP,SUPP,48%,16%,6%,10%,2%
9268003,130764,979,825,396,264,46,0,11,218,SUPP,SUPP,429,130,24,78,7,84%,40%,27%,5%,0%,1%,22%,SUPP,SUPP,44%,13%,2%,8%,1%
9268005,130765,163,119,62,34,SUPP,0,SUPP,SUPP,SUPP,SUPP,57,38,6,23,SUPP,73%,38%,21%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,35%,23%,4%,14%,SUPP
9268600,130767,576,493,370,293,108,4,51,185,62,15,123,63,20,35,16,86%,64%,51%,19%,1%,9%,32%,11%,3%,21%,11%,3%,6%,3%
9268601,130768,328,277,188,156,55,4,21,101,20,12,89,36,15,17,14,84%,57%,48%,17%,1%,6%,31%,6%,4%,27%,11%,5%,5%,4%
LA,926,5150,4465,2760,2080,765,40,350,1315,580,95,1705,525,165,365,170,87%,54%,40%,15%,1%,7%,26%,11%,2%,33%,10%,3%,7%,3%
9282022,138073,48,44,31,26,5,0,3,21,5,0,13,SUPP,SUPP,SUPP,SUPP,92%,65%,54%,10%,0%,6%,44%,10%,0%,27%,SUPP,SUPP,SUPP,SUPP
9284000,136948,36,30,27,25,5,0,SUPP,20,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,83%,75%,69%,14%,0%,SUPP,56%,SUPP,SUPP,8%,SUPP,SUPP,SUPP,SUPP
9284001,138235,18,17,SUPP,13,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,94%,SUPP,72%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
9284004,136488,81,77,55,44,21,SUPP,17,23,11,0,22,4,0,6,8,95%,68%,54%,26%,SUPP,21%,28%,14%,0%,27%,5%,0%,7%,10%
9284005,137089,129,126,99,87,29,0,23,58,12,0,27,SUPP,SUPP,8,7,98%,77%,67%,22%,0%,18%,45%,9%,0%,21%,SUPP,SUPP,6%,5%
9284007,138858,64,58,45,37,5,0,SUPP,32,8,0,13,SUPP,SUPP,5,4,91%,70%,58%,8%,0%,SUPP,50%,13%,0%,20%,SUPP,SUPP,8%,6%
9284008,139013,49,44,31,28,4,0,SUPP,24,3,0,13,SUPP,SUPP,SUPP,SUPP,90%,63%,57%,8%,0%,SUPP,49%,6%,0%,27%,SUPP,SUPP,SUPP,SUPP
9284009,139060,57,49,27,21,SUPP,0,SUPP,SUPP,SUPP,SUPP,22,SUPP,SUPP,7,5,86%,47%,37%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,39%,SUPP,SUPP,12%,9%
9284012,139819,42,36,27,17,SUPP,0,SUPP,SUPP,10,0,9,6,0,3,SUPP,86%,64%,40%,SUPP,0%,SUPP,SUPP,24%,0%,21%,14%,0%,7%,SUPP
9284013,139957,62,52,32,26,5,0,3,21,6,0,20,SUPP,SUPP,6,4,84%,52%,42%,8%,0%,5%,34%,10%,0%,32%,SUPP,SUPP,10%,6%
9284014,139961,87,80,66,60,14,0,7,46,6,0,14,3,4,SUPP,6,92%,76%,69%,16%,0%,8%,53%,7%,0%,16%,3%,5%,SUPP,7%
9284015,137049,56,55,40,36,10,0,7,26,SUPP,SUPP,15,SUPP,SUPP,7,3,98%,71%,64%,18%,0%,13%,46%,SUPP,SUPP,27%,SUPP,SUPP,13%,5%
9284017,138030,38,38,29,28,8,SUPP,6,20,SUPP,SUPP,9,0,0,SUPP,SUPP,100%,76%,74%,21%,SUPP,16%,53%,SUPP,SUPP,24%,0%,0%,SUPP,SUPP
9284022,137614,98,95,80,70,21,0,14,49,SUPP,SUPP,15,3,0,6,5,97%,82%,71%,21%,0%,14%,50%,SUPP,SUPP,15%,3%,0%,6%,5%
9284038,122059,97,92,69,56,22,SUPP,11,34,4,9,23,SUPP,SUPP,3,4,95%,71%,58%,23%,SUPP,11%,35%,4%,9%,24%,SUPP,SUPP,3%,4%
9284041,139100,106,99,77,62,16,0,7,46,9,6,22,4,3,9,8,93%,73%,58%,15%,0%,7%,43%,8%,6%,21%,4%,3%,8%,8%
9284042,136489,71,69,53,51,19,0,9,32,SUPP,SUPP,16,SUPP,SUPP,5,5,97%,75%,72%,27%,0%,13%,45%,SUPP,SUPP,23%,SUPP,SUPP,7%,7%
9284051,137087,104,96,70,54,14,0,14,40,13,3,26,5,3,7,7,92%,67%,52%,13%,0%,13%,38%,13%,3%,25%,5%,3%,7%,7%
9284055,122066,52,49,38,32,11,0,5,21,6,0,11,SUPP,SUPP,4,SUPP,94%,73%,62%,21%,0%,10%,40%,12%,0%,21%,SUPP,SUPP,8%,SUPP
9284066,138214,75,69,44,34,12,0,7,22,SUPP,SUPP,25,6,0,6,SUPP,92%,59%,45%,16%,0%,9%,29%,SUPP,SUPP,33%,8%,0%,8%,SUPP
9284071,138932,52,48,35,34,7,0,3,27,SUPP,SUPP,13,4,0,3,SUPP,92%,67%,65%,13%,0%,6%,52%,SUPP,SUPP,25%,8%,0%,6%,SUPP
9284076,140510,165,160,128,110,30,0,16,80,15,3,32,SUPP,SUPP,SUPP,12,97%,78%,67%,18%,0%,10%,48%,9%,2%,19%,SUPP,SUPP,SUPP,7%
9284089,137878,115,107,83,61,34,SUPP,16,27,14,8,24,SUPP,SUPP,6,9,93%,72%,53%,30%,SUPP,14%,23%,12%,7%,21%,SUPP,SUPP,5%,8%
9284094,139988,72,66,47,42,11,SUPP,5,31,SUPP,SUPP,19,6,0,5,4,92%,65%,58%,15%,SUPP,7%,43%,SUPP,SUPP,26%,8%,0%,7%,6%
9284550,139158,86,82,54,46,14,0,10,32,SUPP,SUPP,28,SUPP,SUPP,5,6,95%,63%,53%,16%,0%,12%,37%,SUPP,SUPP,33%,SUPP,SUPP,6%,7%
9284601,137086,175,160,124,113,57,SUPP,39,56,5,6,36,8,7,3,24,91%,71%,65%,33%,SUPP,22%,32%,3%,3%,21%,5%,4%,2%,14%
9284703,122100,31,30,27,25,SUPP,0,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,97%,87%,81%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,10%,SUPP,SUPP,SUPP,SUPP
9285400,136976,71,67,52,49,14,0,8,35,SUPP,SUPP,15,SUPP,SUPP,3,SUPP,94%,73%,69%,20%,0%,11%,49%,SUPP,SUPP,21%,SUPP,SUPP,4%,SUPP
9285404,136299,171,161,133,120,60,SUPP,46,60,13,0,28,SUPP,SUPP,12,9,94%,78%,70%,35%,SUPP,27%,35%,8%,0%,16%,SUPP,SUPP,7%,5%
9285406,137613,59,49,27,19,6,SUPP,SUPP,13,SUPP,SUPP,22,SUPP,SUPP,10,3,83%,46%,32%,10%,SUPP,SUPP,22%,SUPP,SUPP,37%,SUPP,SUPP,17%,5%
9285409,137912,74,70,55,52,13,0,8,39,3,0,15,SUPP,SUPP,4,SUPP,95%,74%,70%,18%,0%,11%,53%,4%,0%,20%,SUPP,SUPP,5%,SUPP
9286905,134814,73,65,51,46,7,0,4,39,5,0,14,SUPP,SUPP,SUPP,10,89%,70%,63%,10%,0%,5%,53%,7%,0%,19%,SUPP,SUPP,SUPP,14%
9286906,135306,21,20,SUPP,14,0,0,0,14,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,95%,SUPP,67%,0%,0%,0%,67%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP
9286907,135317,115,108,93,77,35,0,19,42,16,0,15,3,4,8,5,94%,81%,67%,30%,0%,17%,37%,14%,0%,13%,3%,3%,7%,4%
9286908,135966,37,33,25,23,3,0,SUPP,20,SUPP,SUPP,8,4,0,4,SUPP,89%,68%,62%,8%,0%,SUPP,54%,SUPP,SUPP,22%,11%,0%,11%,SUPP
9286909,135967,44,42,28,19,4,SUPP,3,15,SUPP,SUPP,14,SUPP,SUPP,8,SUPP,95%,64%,43%,9%,SUPP,7%,34%,SUPP,SUPP,32%,SUPP,SUPP,18%,SUPP
9286910,136201,59,55,43,33,8,0,4,25,7,3,12,SUPP,SUPP,SUPP,SUPP,93%,73%,56%,14%,0%,7%,42%,12%,5%,20%,SUPP,SUPP,SUPP,SUPP
9288007,130769,1035,913,654,151,8,0,6,143,500,3,259,93,29,83,8,88%,63%,15%,1%,0%,1%,14%,48%,SP,25%,9%,3%,8%,1%
9288009,130771,467,402,219,SUPP,SUPP,0,SUPP,92,118,SUPP,183,54,11,64,8,86%,47%,SUPP,SUPP,0%,SUPP,20%,25%,SUPP,39%,12%,2%,14%,2%
9288300,130772,546,434,201,140,9,0,4,131,SUPP,SUPP,233,79,33,45,14,79%,37%,26%,2%,0%,1%,24%,SUPP,SUPP,43%,14%,6%,8%,3%
LA,928,4950,4450,3140,2150,575,10,355,1575,925,65,1315,375,125,370,200,90%,63%,43%,12%,SP,7%,32%,19%,1%,27%,8%,2%,8%,4%
9294130,122328,73,66,43,37,12,SUPP,11,25,SUPP,SUPP,23,7,0,10,SUPP,90%,59%,51%,16%,SUPP,15%,34%,SUPP,SUPP,32%,10%,0%,14%,SUPP
9294369,122351,102,93,72,50,18,0,17,32,13,9,21,SUPP,SUPP,9,5,91%,71%,49%,18%,0%,17%,31%,13%,9%,21%,SUPP,SUPP,9%,5%
9294415,122355,66,55,47,42,5,0,5,37,5,0,8,SUPP,SUPP,5,SUPP,83%,71%,64%,8%,0%,8%,56%,8%,0%,12%,SUPP,SUPP,8%,SUPP
9294417,122356,165,141,101,77,44,SUPP,34,33,18,6,40,13,11,10,14,85%,61%,47%,27%,SUPP,21%,20%,11%,4%,24%,8%,7%,6%,8%
9294424,137457,125,107,83,70,21,0,17,49,SUPP,SUPP,24,15,3,12,3,86%,66%,56%,17%,0%,14%,39%,SUPP,SUPP,19%,12%,2%,10%,2%
9294426,122358,120,109,90,69,29,SUPP,25,40,7,14,19,8,3,6,3,91%,75%,58%,24%,SUPP,21%,33%,6%,12%,16%,7%,3%,5%,3%
9294434,122360,68,61,53,33,8,0,8,25,17,3,8,SUPP,SUPP,10,3,90%,78%,49%,12%,0%,12%,37%,25%,4%,12%,SUPP,SUPP,15%,4%
9294437,137598,86,71,50,44,7,0,7,37,SUPP,SUPP,21,15,0,5,7,83%,58%,51%,8%,0%,8%,43%,SUPP,SUPP,24%,17%,0%,6%,8%
9294438,122362,128,117,94,88,30,SUPP,23,58,SUPP,SUPP,23,SUPP,SUPP,6,4,91%,73%,69%,23%,SUPP,18%,45%,SUPP,SUPP,18%,SUPP,SUPP,5%,3%
9294439,122363,42,38,32,15,SUPP,0,SUPP,SUPP,17,0,6,SUPP,SUPP,13,SUPP,90%,76%,36%,SUPP,0%,SUPP,SUPP,40%,0%,14%,SUPP,SUPP,31%,SUPP
9294501,137746,219,197,166,149,63,0,50,86,SUPP,SUPP,31,16,6,8,14,90%,76%,68%,29%,0%,23%,39%,SUPP,SUPP,14%,7%,3%,4%,6%
9294632,141814,83,80,70,48,8,0,6,40,SUPP,SUPP,10,SUPP,SUPP,17,SUPP,96%,84%,58%,10%,0%,7%,48%,SUPP,SUPP,12%,SUPP,SUPP,20%,SUPP
9295400,122374,77,70,60,46,15,SUPP,14,31,14,0,10,SUPP,SUPP,14,3,91%,78%,60%,19%,SUPP,18%,40%,18%,0%,13%,SUPP,SUPP,18%,4%
9296905,135619,76,70,59,51,23,0,22,28,8,0,11,SUPP,SUPP,4,SUPP,92%,78%,67%,30%,0%,29%,37%,11%,0%,14%,SUPP,SUPP,5%,SUPP
9296906,135886,45,28,23,12,0,0,0,12,11,0,5,17,0,7,SUPP,62%,51%,27%,0%,0%,0%,27%,24%,0%,11%,38%,0%,16%,SUPP
9298000,130773,303,219,117,29,SUPP,0,SUPP,SUPP,88,0,102,73,11,59,SUPP,72%,39%,10%,SUPP,0%,SUPP,SUPP,29%,0%,34%,24%,4%,19%,SUPP
LA,929,1810,1550,1185,880,290,10,245,595,265,40,365,215,45,195,SUPP,86%,66%,49%,16%,SP,13%,33%,15%,2%,20%,12%,3%,11%,SUPP
9314000,138499,87,81,57,37,14,SUPP,7,23,9,11,24,3,3,4,SUPP,93%,66%,43%,16%,SUPP,8%,26%,10%,13%,28%,3%,3%,5%,SUPP
9314010,137936,59,54,37,29,18,SUPP,13,11,3,5,17,SUPP,SUPP,SUPP,7,92%,63%,49%,31%,SUPP,22%,19%,5%,8%,29%,SUPP,SUPP,SUPP,12%
9314032,141069,59,58,42,39,15,SUPP,11,24,SUPP,SUPP,16,SUPP,SUPP,SUPP,3,98%,71%,66%,25%,SUPP,19%,41%,SUPP,SUPP,27%,SUPP,SUPP,SUPP,5%
9314040,138289,79,71,51,34,18,0,13,16,12,5,20,3,5,12,5,90%,65%,43%,23%,0%,16%,20%,15%,6%,25%,4%,6%,15%,6%
